96.511854166,"132.58 bpm"
96.964416666,"129.26 bpm"
97.428583333,"129.26 bpm"
97.892750000,"132.58 bpm"
98.345312500,"136.07 bpm"
98.786270833,"129.26 bpm"
99.250437500,"129.26 bpm"
99.714604166,"132.58 bpm"
100.167166666,"129.26 bpm"
100.631333333,"129.26 bpm"
101.095500000,"132.58 bpm"
101.548062500,"132.58 bpm"
102.000625000,"129.26 bpm"
102.464791666,"132.58 bpm"
102.917354166,"132.58 bpm"
103.369916666,"129.26 bpm"
103.834083333,"129.26 bpm"
104.298250000,"129.26 bpm"
104.762416666,"132.58 bpm"
105.214979166,"132.58 bpm"
105.667541666,"132.58 bpm"
106.120104166,"129.26 bpm"
106.584270833,"129.26 bpm"
107.048437500,"132.58 bpm"
107.501000000,"132.58 bpm"
107.953562500,"129.26 bpm"
108.417729166,"129.26 bpm"
108.881895833,"132.58 bpm"
109.334458333,"132.58 bpm"
109.787020833,"129.26 bpm"
110.251187500,"132.58 bpm"
110.703750000,"129.26 bpm"
111.167916666,"132.58 bpm"
111.620479166,"129.26 bpm"
112.084645833,"129.26 bpm"
112.548812500,"132.58 bpm"
113.001375000,"132.58 bpm"
113.453937500,"129.26 bpm"
113.918104166,"129.26 bpm"
114.382270833,"132.58 bpm"
114.834833333,"129.26 bpm"
115.299000000,"129.26 bpm"
115.763166666,"136.07 bpm"
116.204125000,"132.58 bpm"
116.656687500,"132.58 bpm"
117.109250000,"129.26 bpm"
117.573416666,"132.58 bpm"
118.025979166,"129.26 bpm"
118.490145833,"120.25 bpm"
118.989125000,"120.25 bpm"
119.488104166,"117.51 bpm"
119.998687500,"101.38 bpm"
120.590500000,"101.38 bpm"
121.182312500,"103.41 bpm"
121.762520833,"110.01 bpm"
122.307916666,"112.40 bpm"
122.841708333,"112.40 bpm"
123.375500000,"112.40 bpm"
123.909291666,"112.40 bpm"
124.443083333,"132.58 bpm"
124.895645833,"129.26 bpm"
125.359812500,"129.26 bpm"
125.823979166,"132.58 bpm"
126.276541666,"129.26 bpm"
126.740708333,"129.26 bpm"
127.204875000,"132.58 bpm"
127.657437500,"129.26 bpm"
128.121604166,"132.58 bpm"
128.574166666,"129.26 bpm"
129.038333333,"132.58 bpm"
129.490895833,"126.11 bpm"
129.966666666,"129.26 bpm"
130.430833333,"132.58 bpm"
130.883395833,"136.07 bpm"
131.324354166,"136.07 bpm"
131.765312500,"129.26 bpm"
132.229479166,"132.58 bpm"
132.682041666,"129.26 bpm"
133.146208333,"95.75 bpm"
133.772833333,"99.43 bpm"
134.376250000,"99.43 bpm"
134.979666666,"97.56 bpm"
135.594687500,"97.56 bpm"
136.209708333,"99.43 bpm"
136.813125000,"99.43 bpm"
137.416541666,"97.56 bpm"
138.031562500,"97.56 bpm"
138.646583333,"99.43 bpm"
139.250000000,"97.56 bpm"
139.865020833,"99.43 bpm"
140.468437500,"97.56 bpm"
141.083458333,"97.56 bpm"
141.698479166,"97.56 bpm"
142.313500000,"99.43 bpm"
142.916916666,"97.56 bpm"
143.531937500,"99.43 bpm"
