2.216395833,0.392068
3.063500000,0.398934
3.980229166,0.305294
4.896958333,0.304615
5.813687500,0.548788
6.730416666,0.374167
7.647145833,0.313913
8.563875000,0.307306
9.469000000,0.432576
10.385729166,0.340876
11.302458333,0.360897
12.230791666,0.412869
13.135916666,0.330404
14.087458333,0.309976
14.969375000,0.438404
15.886104166,0.508839
16.802833333,0.446676
17.719562500,0.193612
18.636291666,0.15535
19.553020833,0.451012
20.469750000,0.488173
21.386479166,0.144945
22.303208333,0.208522
23.219937500,0.538819
24.125062500,0.55512
25.053395833,0.515351
25.970125000,0.17404
26.886854166,0.517779
27.791979166,0.447978
28.708708333,0.522243
29.625437500,0.372525
30.553770833,0.596511
31.458895833,0.245875
32.375625000,0.585505
33.292354166,0.251201
34.197479166,0.523273
35.125812500,0.227355
36.030937500,0.482788
36.959270833,0.237264
37.748354166,0.545154
38.560645833,0.31198
39.233687500,0.118528
39.918333333,0.109281
40.510145833,0.541204
41.125166666,0.33713
41.589333333,0.076374
42.053500000,0.0817311
42.517666666,0.127776
42.970229166,0.103
43.422791666,0.0962385
43.863750000,0.357558
44.293104166,0.472815
44.745666666,0.168807
45.198229166,0.198612
45.674000000,0.203456
46.138166666,0.493348
46.590729166,0.101535
47.066500000,0.154255
47.507458333,0.343994
47.960020833,0.575373
48.400979166,0.199465
48.865145833,0.203013
49.317708333,0.365725
49.781875000,0.367351
50.234437500,0.151753
50.745020833,0.112035
51.255604166,0.537161
51.766187500,0.405164
52.288375000,0.331841
52.798958333,0.346474
53.321145833,0.476536
53.820125000,0.356044
54.330708333,0.265917
54.841291666,0.394894
55.317062500,0.413496
55.804437500,0.344131
56.280208333,0.200391
56.744375000,0.283288
57.208541666,0.320068
57.684312500,0.366057
58.125270833,0.412203
58.566229166,0.53508
59.018791666,0.492502
59.448145833,0.501548
59.889104166,0.400103
60.330062500,0.449406
60.771020833,0.371072
61.223583333,0.569916
61.687750000,0.226785
62.151916666,0.228465
62.604479166,0.514782
63.057041666,0.463339
63.521208333,0.263239
63.962166666,0.266451
64.437937500,0.184157
64.890500000,0.300071
65.354666666,0.327355
65.818833333,0.45161
66.271395833,0.411386
66.723958333,0.451663
67.176520833,0.340282
67.617479166,0.311629
68.093250000,0.488885
68.545812500,0.421588
69.009979166,0.360672
69.462541666,0.280846
69.926708333,0.241035
70.379270833,0.322823
70.843437500,0.276983
71.307604166,0.373728
71.760166666,0.408156
72.212729166,0.492104
72.676895833,0.186672
73.141062500,0.346672
73.593625000,0.459902
74.057791666,0.42654
74.510354166,0.231746
74.962916666,0.439272
75.427083333,0.522672
75.879645833,0.503293
76.343812500,0.546177
76.796375000,0.49
77.260541666,0.457026
77.713104166,0.321838
78.177270833,0.162098
78.629833333,0.172388
79.094000000,0.164388
79.558166666,0.361251
80.010729166,0.538598
80.463291666,0.224359
80.915854166,0.103518
81.368416666,0.193091
81.832583333,0.187347
82.296750000,0.141873
82.749312500,0.121937
83.213479166,0.161702
83.666041666,0.490613
84.118604166,0.296549
84.582770833,0.225533
84.884479166,0.193296
85.186187500,0.178983
85.499500000,0.180834
85.801208333,0.269641
86.114520833,0.396441
86.427833333,0.204337
86.741145833,0.184847
87.042854166,0.482775
87.344562500,0.220709
87.646270833,0.399045
87.947979166,0.349626
