0.406145833,"1"
2.216395833,"2"
3.063500000,"3"
3.980229166,"4"
4.896958333,"1"
5.813687500,"2"
6.730416666,"3"
7.647145833,"4"
8.563875000,"1"
9.469000000,"2"
10.385729166,"3"
11.302458333,"4"
12.230791666,"1"
13.135916666,"2"
14.087458333,"3"
14.969375000,"4"
15.886104166,"1"
16.802833333,"2"
17.719562500,"3"
18.636291666,"4"
19.553020833,"1"
20.469750000,"2"
21.386479166,"3"
22.303208333,"4"
23.219937500,"1"
24.125062500,"2"
25.053395833,"3"
25.970125000,"4"
26.886854166,"1"
27.791979166,"2"
28.708708333,"3"
29.625437500,"4"
30.553770833,"1"
31.458895833,"2"
32.375625000,"3"
33.292354166,"4"
34.197479166,"1"
35.125812500,"2"
36.030937500,"3"
36.959270833,"4"
37.748354166,"1"
38.560645833,"2"
39.233687500,"3"
39.918333333,"4"
40.510145833,"1"
41.125166666,"2"
41.589333333,"3"
42.053500000,"4"
42.517666666,"1"
42.970229166,"2"
43.422791666,"3"
43.863750000,"4"
44.293104166,"1"
44.745666666,"2"
45.198229166,"3"
45.674000000,"4"
46.138166666,"1"
46.590729166,"2"
47.066500000,"3"
47.507458333,"4"
47.960020833,"1"
48.400979166,"2"
48.865145833,"3"
49.317708333,"4"
49.781875000,"1"
50.234437500,"2"
50.745020833,"3"
51.255604166,"4"
51.766187500,"1"
52.288375000,"2"
52.798958333,"3"
53.321145833,"4"
53.820125000,"1"
54.330708333,"2"
54.841291666,"3"
55.317062500,"4"
55.804437500,"1"
56.280208333,"2"
56.744375000,"3"
57.208541666,"4"
57.684312500,"1"
58.125270833,"2"
58.566229166,"3"
59.018791666,"4"
59.448145833,"1"
59.889104166,"2"
60.330062500,"3"
60.771020833,"4"
61.223583333,"1"
61.687750000,"2"
62.151916666,"3"
62.604479166,"4"
63.057041666,"1"
63.521208333,"2"
63.962166666,"3"
64.437937500,"4"
64.890500000,"1"
65.354666666,"2"
65.818833333,"3"
66.271395833,"4"
66.723958333,"1"
67.176520833,"2"
67.617479166,"3"
68.093250000,"4"
68.545812500,"1"
69.009979166,"2"
69.462541666,"3"
69.926708333,"4"
70.379270833,"1"
70.843437500,"2"
71.307604166,"3"
71.760166666,"4"
72.212729166,"1"
72.676895833,"2"
73.141062500,"3"
73.593625000,"4"
74.057791666,"1"
74.510354166,"2"
74.962916666,"3"
75.427083333,"4"
75.879645833,"1"
76.343812500,"2"
76.796375000,"3"
77.260541666,"4"
77.713104166,"1"
78.177270833,"2"
78.629833333,"3"
79.094000000,"4"
79.558166666,"1"
80.010729166,"2"
80.463291666,"3"
80.915854166,"4"
81.368416666,"1"
81.832583333,"2"
82.296750000,"3"
82.749312500,"4"
83.213479166,"1"
83.666041666,"2"
84.118604166,"3"
84.582770833,"4"
84.884479166,"1"
85.186187500,"2"
85.499500000,"3"
85.801208333,"4"
86.114520833,"1"
86.427833333,"2"
86.741145833,"3"
87.042854166,"4"
87.344562500,"1"
87.646270833,"2"
87.947979166,"3"
88.249687500,"4"
88.551395833,"1"
88.864708333,"2"
89.166416666,"3"
89.479729166,"4"
89.781437500,"1"
90.083145833,"2"
90.373250000,"3"
90.663354166,"4"
90.953458333,"1"
91.243562500,"2"
91.533666666,"3"
91.823770833,"4"
92.113875000,"1"
92.403979166,"2"
92.694083333,"3"
92.984187500,"4"
93.285895833,"1"
93.738458333,"2"
94.202625000,"3"
94.666791666,"4"
95.107750000,"1"
95.560312500,"2"
96.024479166,"3"
96.500250000,"4"
96.952812500,"1"
97.416979166,"2"
97.881145833,"3"
98.333708333,"4"
98.774666666,"1"
99.238833333,"2"
99.703000000,"3"
100.155562500,"4"
100.619729166,"1"
101.083895833,"2"
101.536458333,"3"
101.989020833,"4"
102.453187500,"1"
102.905750000,"2"
103.358312500,"3"
103.822479166,"4"
104.286645833,"1"
104.750812500,"2"
105.203375000,"3"
105.655937500,"4"
106.108500000,"1"
106.572666666,"2"
107.036833333,"3"
107.489395833,"4"
107.941958333,"1"
108.406125000,"2"
108.870291666,"3"
109.322854166,"4"
109.775416666,"1"
110.239583333,"2"
110.692145833,"3"
111.156312500,"4"
111.608875000,"1"
112.073041666,"2"
112.537208333,"3"
112.989770833,"4"
113.442333333,"1"
113.906500000,"2"
114.370666666,"3"
114.823229166,"4"
115.287395833,"1"
115.751562500,"2"
116.192520833,"3"
116.645083333,"4"
117.097645833,"1"
117.561812500,"2"
118.014375000,"3"
118.478541666,"4"
118.977520833,"1"
119.476500000,"2"
119.987083333,"3"
120.578895833,"4"
121.170708333,"1"
121.750916666,"2"
122.296312500,"3"
122.830104166,"4"
123.363895833,"1"
123.897687500,"2"
124.431479166,"3"
124.884041666,"4"
125.348208333,"1"
125.812375000,"2"
126.264937500,"3"
126.729104166,"4"
127.193270833,"1"
127.645833333,"2"
128.110000000,"3"
128.562562500,"4"
129.026729166,"1"
129.479291666,"2"
129.955062500,"3"
130.419229166,"4"
130.871791666,"1"
131.312750000,"2"
131.753708333,"3"
132.217875000,"4"
132.670437500,"1"
133.134604166,"2"
133.761229166,"3"
134.364645833,"4"
134.968062500,"1"
135.583083333,"2"
136.198104166,"3"
136.801520833,"4"
137.404937500,"1"
138.019958333,"2"
138.634979166,"3"
139.238395833,"4"
139.853416666,"1"
140.456833333,"2"
141.071854166,"3"
141.686875000,"4"
142.301895833,"1"
142.905312500,"2"
143.520333333,"3"
144.123750000,"4"
144.738770833,"1"
145.353791666,"2"
145.957208333,"3"
146.572229166,"4"
147.187250000,"1"
147.790666666,"2"
148.405687500,"3"
149.020708333,"4"
149.624125000,"1"
150.239145833,"2"
150.842562500,"3"
151.457583333,"4"
152.072604166,"1"
152.676020833,"2"
153.279437500,"3"
153.894458333,"4"
154.509479166,"1"
155.124500000,"2"
155.727916666,"3"
156.342937500,"4"
156.957958333,"1"
157.561375000,"2"
158.176395833,"3"
158.779812500,"4"
159.394833333,"1"
160.009854166,"2"
160.613270833,"3"
161.228291666,"4"
161.843312500,"1"
162.446729166,"2"
163.061750000,"3"
163.676770833,"4"
164.280187500,"1"
164.895208333,"2"
165.510229166,"3"
166.113645833,"4"
166.717062500,"1"
167.332083333,"2"
167.947104166,"3"
168.550520833,"4"
169.165541666,"1"
169.780562500,"2"
170.383979166,"3"
170.999000000,"4"
171.614020833,"1"
172.217437500,"2"
172.832458333,"3"
173.459083333,"4"
174.050895833,"1"
174.665916666,"2"
175.280937500,"3"
175.884354166,"4"
176.499375000,"1"
177.102791666,"2"
177.717812500,"3"
178.332833333,"4"
178.936250000,"1"
179.551270833,"2"
180.166291666,"3"
180.769708333,"4"
181.373125000,"1"
181.988145833,"2"
182.603166666,"3"
183.206583333,"4"
183.821604166,"1"
184.436625000,"2"
185.040041666,"3"
185.655062500,"4"
186.270083333,"1"
186.873500000,"2"
187.488520833,"3"
188.115145833,"4"
188.706958333,"1"
189.321979166,"2"
189.925395833,"3"
190.540416666,"4"
191.155437500,"1"
191.758854166,"2"
192.373875000,"3"
192.988895833,"4"
193.592312500,"1"
194.207333333,"2"
194.822354166,"3"
195.425770833,"4"
196.029187500,"1"
196.644208333,"2"
197.259229166,"3"
197.862645833,"4"
198.477666666,"1"
199.092687500,"2"
199.696104166,"3"
200.311125000,"4"
200.926145833,"1"
201.529562500,"2"
202.144583333,"3"
202.759604166,"4"
203.363020833,"1"
203.989645833,"2"
204.581458333,"3"
205.196479166,"4"
205.811500000,"1"
206.414916666,"2"
207.029937500,"3"
207.644958333,"4"
208.259979166,"1"
208.863395833,"2"
209.478416666,"3"
210.081833333,"4"
210.696854166,"1"
211.300270833,"2"
211.915291666,"3"
212.530312500,"4"
213.133729166,"1"
213.748750000,"2"
214.352166666,"3"
214.967187500,"4"
215.582208333,"1"
216.185625000,"2"
216.800645833,"3"
217.404062500,"4"
218.019083333,"1"
218.634104166,"2"
219.237520833,"3"
219.852541666,"4"
220.467562500,"1"
221.082583333,"2"
221.686000000,"3"
222.301020833,"4"
222.916041666,"1"
223.519458333,"2"
224.134479166,"3"
224.737895833,"4"
225.352916666,"1"
225.956333333,"2"
226.571354166,"3"
227.186375000,"4"
227.789791666,"1"
228.404812500,"2"
229.008229166,"3"
229.623250000,"4"
230.238270833,"1"
230.841687500,"2"
231.456708333,"3"
232.071729166,"4"
232.675145833,"1"
233.290166666,"2"
233.905187500,"3"
234.508604166,"4"
235.135229166,"1"
235.738645833,"2"
236.342062500,"3"
236.945479166,"4"
237.560500000,"1"
238.175520833,"2"
238.790541666,"3"
239.417166666,"4"
240.008979166,"1"
240.624000000,"2"
241.227416666,"3"
241.842437500,"4"
242.445854166,"1"
243.060875000,"2"
243.675895833,"3"
244.290916666,"4"
244.894333333,"1"
245.509354166,"2"
246.112770833,"3"
246.739395833,"4"
247.331208333,"1"
247.946229166,"2"
248.561250000,"3"
249.164666666,"4"
249.779687500,"1"
250.394708333,"2"
250.998125000,"3"
251.613145833,"4"
252.216562500,"1"
252.669125000,"2"
253.133291666,"3"
253.609062500,"4"
254.073229166,"1"
254.525791666,"2"
254.978354166,"3"
255.430916666,"4"
255.883479166,"1"
256.336041666,"2"
256.800208333,"3"
257.252770833,"4"
257.716937500,"1"
258.192708333,"2"
258.656875000,"3"
259.121041666,"4"
259.585208333,"1"
260.060979166,"2"
260.536750000,"3"
261.024125000,"4"
261.476687500,"1"
261.929250000,"2"
262.381812500,"3"
262.845979166,"4"
263.310145833,"1"
263.774312500,"2"
264.238479166,"3"
264.702645833,"4"
265.155208333,"1"
265.607770833,"2"
266.071937500,"3"
266.536104166,"4"
266.988666666,"1"
267.452833333,"2"
267.917000000,"3"
268.369562500,"4"
268.822125000,"1"
269.286291666,"2"
269.738854166,"3"
270.191416666,"4"
270.643979166,"1"
271.096541666,"2"
271.549104166,"3"
272.001666666,"4"
272.454229166,"1"
272.906791666,"2"
273.359354166,"3"
273.811916666,"4"
274.264479166,"1"
274.717041666,"2"
275.169604166,"3"
275.622166666,"4"
276.074729166,"1"
276.527291666,"2"
276.979854166,"3"
277.432416666,"4"
277.884979166,"1"
278.337541666,"2"
278.790104166,"3"
279.254270833,"4"
279.706833333,"1"
